num_point,latitude,longitude,timestamp
0,45.18344213,5.73592447,2016-05-05 09:47:53
1,45.1835440717,5.7358820518,2016-05-05 09:48:12
2,45.1836364424,5.7358622345,2016-05-05 09:48:16
3,45.1837325142,5.7358617253,2016-05-05 09:48:20
4,45.1838220947,5.7358807732,2016-05-05 09:48:25
5,45.1839195178,5.7358867625,2016-05-05 09:48:32
6,45.1840202123,5.7358841875,2016-05-05 09:48:39
7,45.1841234793,5.7359026806,2016-05-05 09:48:47
8,45.1841992489,5.7357897415,2016-05-05 09:49:18
9,45.1842591589,5.7356798525,2016-05-05 09:49:22
10,45.1842967407,5.7355341799,2016-05-05 09:49:27
11,45.1843277056,5.7354096825,2016-05-05 09:49:32
12,45.1843571855,5.7352754025,2016-05-05 09:49:39
13,45.1843795384,5.7351379177,2016-05-05 09:49:46
14,45.1844241844,5.7350182536,2016-05-05 09:49:51
15,45.1844854124,5.7349231647,2016-05-05 09:49:56
16,45.1845471022,5.7348249334,2016-05-05 09:50:02
17,45.1845999396,5.7347025618,2016-05-05 09:50:09
18,45.1846740873,5.7346058073,2016-05-05 09:50:16
19,45.1847519118,5.7345337713,2016-05-05 09:50:22
20,45.1848146639,5.7344202291,2016-05-05 09:50:28
21,45.1848831397,5.7343071788,2016-05-05 09:50:34
22,45.184970469,5.7342331258,2016-05-05 09:50:40
23,45.1850640195,5.7342210536,2016-05-05 09:50:46
24,45.1851087173,5.7343490278,2016-05-05 09:50:52
25,45.185151709,5.7344872046,2016-05-05 09:50:58
26,45.1851846157,5.734626531,2016-05-05 09:51:04
27,45.1852054516,5.7347715685,2016-05-05 09:51:10
28,45.1852438364,5.7349155673,2016-05-05 09:51:16
29,45.1852634174,5.7350563832,2016-05-05 09:51:21
30,45.1852780912,5.7351946937,2016-05-05 09:51:26
31,45.1853194572,5.7353156142,2016-05-05 09:51:33
32,45.1854026627,5.7353871987,2016-05-05 09:51:40
33,45.1854713616,5.7354747521,2016-05-05 09:51:46
34,45.1855192559,5.7355878432,2016-05-05 09:51:52
35,45.1855730965,5.7357045818,2016-05-05 09:51:58
36,45.1856100526,5.7358315122,2016-05-05 09:52:05
37,45.1856542971,5.735945433,2016-05-05 09:52:11
38,45.1857291491,5.7360357202,2016-05-05 09:52:16
39,45.1858130566,5.7360907414,2016-05-05 09:52:21
40,45.1858644865,5.7362021515,2016-05-05 09:52:27
41,45.1858737546,5.7363417364,2016-05-05 09:52:32
42,45.1858965867,5.736483981,2016-05-05 09:52:38
43,45.1859266506,5.7366225518,2016-05-05 09:52:45
44,45.185959101,5.736760055,2016-05-05 09:52:51
45,45.1859911048,5.7368931085,2016-05-05 09:52:57
46,45.1860290172,5.7370247494,2016-05-05 09:53:03
47,45.1860694101,5.7371470896,2016-05-05 09:53:08
48,45.1861174233,5.7372701268,2016-05-05 09:53:13
49,45.1861824541,5.7373947549,2016-05-05 09:53:18
50,45.1862454302,5.7374871566,2016-05-05 09:53:22
51,45.1863090892,5.7376186042,2016-05-05 09:53:27
52,45.1863463404,5.7377414059,2016-05-05 09:53:31
53,45.1863921174,5.7378545791,2016-05-05 09:53:35
54,45.1864535923,5.7379524984,2016-05-05 09:53:39
55,45.1865223744,5.7380425908,2016-05-05 09:53:43
56,45.1865857112,5.7381686864,2016-05-05 09:53:48
57,45.1866173276,5.7382950255,2016-05-05 09:53:52
58,45.1866326016,5.7384356118,2016-05-05 09:53:56
59,45.1866506112,5.7385744284,2016-05-05 09:54:00
60,45.1866736022,5.7387056554,2016-05-05 09:54:04
61,45.1866953319,5.7388382142,2016-05-05 09:54:08
62,45.1867276657,5.7389844897,2016-05-05 09:54:13
63,45.1867557342,5.7391058518,2016-05-05 09:54:19
64,45.186741361,5.7392423381,2016-05-05 09:54:25
65,45.1866665551,5.7393200614,2016-05-05 09:54:29
66,45.1865757151,5.7394269978,2016-05-05 09:54:34
67,45.1865031898,5.7395619893,2016-05-05 09:54:39
68,45.1864893132,5.7397222589,2016-05-05 09:54:44
69,45.186496648,5.7398581586,2016-05-05 09:54:48
70,45.186526943,5.7399906982,2016-05-05 09:54:52
71,45.1865684774,5.7401086703,2016-05-05 09:54:56
72,45.1866388249,5.7402142914,2016-05-05 09:55:01
73,45.186704714,5.7403282466,2016-05-05 09:55:07
74,45.1867694398,5.7404397269,2016-05-05 09:55:12
75,45.1868358815,5.7405646279,2016-05-05 09:55:17
76,45.1868778148,5.7406907688,2016-05-05 09:55:21
77,45.1869109477,5.7408266845,2016-05-05 09:55:25
78,45.1869394218,5.7409551272,2016-05-05 09:55:29
79,45.1869584347,5.7410902647,2016-05-05 09:55:33
80,45.1869858323,5.7412142403,2016-05-05 09:55:37
81,45.187037995,5.7413471317,2016-05-05 09:55:42
82,45.1870773594,5.7414625889,2016-05-05 09:55:46
83,45.1871351328,5.741561494,2016-05-05 09:55:50
84,45.1872298195,5.7416402714,2016-05-05 09:55:55
85,45.18733419,5.7416842795,2016-05-05 09:56:00
86,45.1874280797,5.741724105,2016-05-05 09:56:15
87,45.1875177143,5.741678681,2016-05-05 09:56:22
88,45.1876083058,5.7415763191,2016-05-05 09:56:28
89,45.1876736546,5.7414603357,2016-05-05 09:56:33
90,45.1877432675,5.741334459,2016-05-05 09:56:40
91,45.1878195327,5.7412485666,2016-05-05 09:56:49
92,45.1878990709,5.7411521617,2016-05-05 09:56:59
93,45.1879715663,5.7410540921,2016-05-05 09:57:05
94,45.188041301,5.7409615335,2016-05-05 09:57:11
95,45.1881074494,5.7408447859,2016-05-05 09:57:16
96,45.1881362388,5.7407129399,2016-05-05 09:57:20
97,45.1881598745,5.7405880513,2016-05-05 09:57:24
98,45.1882164963,5.7404742565,2016-05-05 09:57:28
99,45.1882599891,5.7403572369,2016-05-05 09:57:32
100,45.1882403719,5.7402325314,2016-05-05 09:57:37
101,45.188182255,5.7401073317,2016-05-05 09:57:43
102,45.1881299621,5.7399933315,2016-05-05 09:57:48
103,45.1880768484,5.7398829141,2016-05-05 09:57:52
104,45.1880166407,5.7397799784,2016-05-05 09:57:56
105,45.1879810849,5.7396331453,2016-05-05 09:58:01
106,45.1879452896,5.7394949846,2016-05-05 09:58:06
107,45.187907577,5.7393613901,2016-05-05 09:58:11
108,45.1878767289,5.7392348771,2016-05-05 09:58:16
109,45.1878623727,5.7391082099,2016-05-05 09:58:21
110,45.1878223014,5.7389935754,2016-05-05 09:58:26
111,45.1877581531,5.7388866021,2016-05-05 09:58:31
112,45.1876879507,5.7388066001,2016-05-05 09:58:35
113,45.1876037897,5.738750514,2016-05-05 09:58:39
114,45.1875120185,5.7387067818,2016-05-05 09:58:43
115,45.1874133663,5.7386847763,2016-05-05 09:58:47
116,45.1873157655,5.7386698397,2016-05-05 09:58:51
117,45.1872084949,5.7386965085,2016-05-05 09:58:56
118,45.1871164016,5.7387559387,2016-05-05 09:59:01
119,45.1870320555,5.7388230677,2016-05-05 09:59:06
120,45.1869502216,5.738896343,2016-05-05 09:59:11
121,45.1868639448,5.738966592,2016-05-05 09:59:16
122,45.1867692439,5.7390407308,2016-05-05 09:59:21
123,45.1866819076,5.7391269338,2016-05-05 09:59:26
124,45.1866041818,5.7392406963,2016-05-05 09:59:31
125,45.1865599911,5.739357743,2016-05-05 09:59:35
126,45.1865231417,5.7395176898,2016-05-05 09:59:40
127,45.1865164123,5.7396938138,2016-05-05 09:59:45
128,45.1865346201,5.7398279655,2016-05-05 09:59:49
129,45.1865799293,5.7399753543,2016-05-05 09:59:54
130,45.1866403872,5.7401080224,2016-05-05 09:59:59
131,45.1866794666,5.7402451873,2016-05-05 10:00:03
132,45.1867202463,5.7403605167,2016-05-05 10:00:07
133,45.1867756614,5.7404686662,2016-05-05 10:00:13
134,45.1868313973,5.7405693885,2016-05-05 10:00:21
135,45.1868873713,5.740683544,2016-05-05 10:00:28
136,45.1869198243,5.7408047411,2016-05-05 10:00:34
137,45.1869383676,5.7409539639,2016-05-05 10:00:41
138,45.1869366366,5.7410935078,2016-05-05 10:00:46
139,45.1869569356,5.7412194656,2016-05-05 10:00:51
140,45.1869877238,5.7413602528,2016-05-05 10:00:58
141,45.1870198017,5.7414968712,2016-05-05 10:01:04
142,45.1870915467,5.741599471,2016-05-05 10:01:10
143,45.187166673,5.7416939516,2016-05-05 10:01:14
144,45.1872644654,5.7417371149,2016-05-05 10:01:18
145,45.1873577229,5.7417460869,2016-05-05 10:01:22
146,45.1874473913,5.7417306666,2016-05-05 10:01:26
147,45.1875383242,5.7416743536,2016-05-05 10:01:30
148,45.1876209287,5.7415658396,2016-05-05 10:01:34
149,45.1877166654,5.7414384224,2016-05-05 10:01:39
150,45.1877789275,5.7413271234,2016-05-05 10:01:44
151,45.187837057,5.7412250627,2016-05-05 10:01:49
152,45.1879233196,5.741144374,2016-05-05 10:01:54
153,45.1880170326,5.7410628743,2016-05-05 10:01:59
154,45.1880931577,5.7409950261,2016-05-05 10:02:03
155,45.1881671695,5.740906,2016-05-05 10:02:07
156,45.1882295331,5.7408042188,2016-05-05 10:02:11
157,45.1882602953,5.7406822678,2016-05-05 10:02:15
158,45.1882716897,5.7405558654,2016-05-05 10:02:19
159,45.1882470782,5.7404220832,2016-05-05 10:02:24
160,45.1881821444,5.7403156517,2016-05-05 10:02:30
161,45.1881186845,5.7401962184,2016-05-05 10:02:36
162,45.1880795182,5.7400789173,2016-05-05 10:02:41
163,45.1880293032,5.7399625937,2016-05-05 10:02:46
164,45.1880029944,5.7398247084,2016-05-05 10:02:51
165,45.1879666092,5.7396556199,2016-05-05 10:02:57
166,45.1879207764,5.7395316843,2016-05-05 10:03:02
167,45.1878590565,5.7394358271,2016-05-05 10:03:07
168,45.1878040037,5.739292988,2016-05-05 10:03:13
169,45.1877869037,5.7391523174,2016-05-05 10:03:17
170,45.1877548754,5.7389735124,2016-05-05 10:03:22
171,45.1877131748,5.7388428061,2016-05-05 10:03:26
172,45.1876459717,5.7387491369,2016-05-05 10:03:30
173,45.1875485958,5.7386891962,2016-05-05 10:03:34
174,45.1874536345,5.7386599653,2016-05-05 10:03:38
175,45.1873201293,5.7386727,2016-05-05 10:03:43
176,45.1872364682,5.7387276337,2016-05-05 10:03:47
177,45.1871503136,5.7388028297,2016-05-05 10:03:52
178,45.1870667397,5.7388783894,2016-05-05 10:03:57
179,45.1869637646,5.7389400978,2016-05-05 10:04:02
180,45.1868802095,5.7390042721,2016-05-05 10:04:06
181,45.1867869333,5.7390774567,2016-05-05 10:04:11
182,45.1866845603,5.7391542179,2016-05-05 10:04:19
183,45.1866262803,5.7392539996,2016-05-05 10:04:26
184,45.1866011612,5.7393870043,2016-05-05 10:04:32
185,45.1865748728,5.739518039,2016-05-05 10:04:39
186,45.1865456773,5.7396414516,2016-05-05 10:04:48
187,45.1865510665,5.7397757374,2016-05-05 10:04:54
188,45.1865808894,5.7399002472,2016-05-05 10:05:00
189,45.1866251667,5.7400254905,2016-05-05 10:05:06
190,45.186659823,5.7401862825,2016-05-05 10:05:12
191,45.1866764032,5.7403127147,2016-05-05 10:05:16
192,45.1867097393,5.7404319371,2016-05-05 10:05:20
193,45.1867432688,5.7405537769,2016-05-05 10:05:24
194,45.1867721779,5.7406749448,2016-05-05 10:05:28
195,45.1868151657,5.7408207503,2016-05-05 10:05:33
196,45.1868596533,5.7409653629,2016-05-05 10:05:38
197,45.1869037935,5.7411036935,2016-05-05 10:05:43
198,45.1869495268,5.7412365786,2016-05-05 10:05:48
199,45.1870070263,5.7413526955,2016-05-05 10:05:53
200,45.1870728435,5.7414601791,2016-05-05 10:05:58
201,45.1871648788,5.7415990712,2016-05-05 10:06:04
202,45.1872580617,5.7416842779,2016-05-05 10:06:09
203,45.1873541594,5.741695144,2016-05-05 10:06:14
204,45.1874585821,5.7417067125,2016-05-05 10:06:20
205,45.1875480066,5.7416391259,2016-05-05 10:06:25
206,45.1876164713,5.741546418,2016-05-05 10:06:29
207,45.1876881249,5.74143194,2016-05-05 10:06:34
208,45.187761675,5.7413339741,2016-05-05 10:06:39
209,45.1878438054,5.7412478811,2016-05-05 10:06:44
210,45.1879216282,5.7411562006,2016-05-05 10:06:50
211,45.1880013424,5.7410772384,2016-05-05 10:06:55
212,45.1880893603,5.7410040597,2016-05-05 10:06:59
213,45.1881694736,5.7409058477,2016-05-05 10:07:03
214,45.1882373988,5.7407964956,2016-05-05 10:07:07
215,45.188291115,5.7406784917,2016-05-05 10:07:11
216,45.1883190251,5.7405538482,2016-05-05 10:07:15
217,45.1883052282,5.740427262,2016-05-05 10:07:19
218,45.1882597051,5.740287634,2016-05-05 10:07:24
219,45.1881883477,5.7401649235,2016-05-05 10:07:29
220,45.1881267046,5.7400341408,2016-05-05 10:07:34
221,45.1880671762,5.7398759382,2016-05-05 10:07:40
222,45.1880169927,5.7397465213,2016-05-05 10:07:45
223,45.187968166,5.7396214817,2016-05-05 10:07:50
224,45.1879166565,5.7394683289,2016-05-05 10:07:56
225,45.1878839391,5.7393353282,2016-05-05 10:08:01
226,45.1878432424,5.7392110073,2016-05-05 10:08:06
227,45.1877935344,5.7390965097,2016-05-05 10:08:12
228,45.1877503533,5.7389752893,2016-05-05 10:08:20
229,45.187701014,5.7388660839,2016-05-05 10:08:27
230,45.1876221354,5.7387603059,2016-05-05 10:08:35
231,45.1875375222,5.7386902968,2016-05-05 10:08:42
