num_point,latitude,longitude,timestamp
0,45.18668893,5.74033521,2016-01-18 18:36:05
1,45.1867372152,5.7404632259,2016-01-18 18:36:29
2,45.186821548,5.7405729992,2016-01-18 18:36:33
3,45.1869023586,5.7406426928,2016-01-18 18:36:38
4,45.1870071859,5.7406816988,2016-01-18 18:36:43
5,45.1870800799,5.7407884745,2016-01-18 18:36:48
6,45.1871246252,5.7409007191,2016-01-18 18:36:52
7,45.187190039,5.7410113581,2016-01-18 18:36:57
8,45.187235673,5.7411213221,2016-01-18 18:37:03
9,45.187308846,5.7412137729,2016-01-18 18:37:10
10,45.1873660252,5.7413267161,2016-01-18 18:37:17
11,45.1874376251,5.7414169903,2016-01-18 18:37:26
12,45.1875302973,5.7414387549,2016-01-18 18:37:34
13,45.1876221422,5.7414006242,2016-01-18 18:37:41
14,45.1877035799,5.7413397168,2016-01-18 18:37:48
15,45.1877493002,5.7412095346,2016-01-18 18:37:55
16,45.1878046767,5.7410812876,2016-01-18 18:38:00
17,45.1879030282,5.7410598054,2016-01-18 18:38:10
18,45.1880006878,5.7411123354,2016-01-18 18:38:17
19,45.1880801862,5.7412048341,2016-01-18 18:38:27
20,45.1881721265,5.7411190266,2016-01-18 18:38:33
21,45.1882398588,5.7410256858,2016-01-18 18:38:38
22,45.1882800256,5.740889253,2016-01-18 18:38:44
23,45.1882989567,5.7407499801,2016-01-18 18:38:48
24,45.1883242329,5.7406191001,2016-01-18 18:38:52
25,45.1883573163,5.740498914,2016-01-18 18:38:57
26,45.1883716977,5.7403633052,2016-01-18 18:39:06
27,45.1883497651,5.7402220631,2016-01-18 18:39:14
28,45.1882741652,5.7401423361,2016-01-18 18:39:21
29,45.1881883497,5.7400507238,2016-01-18 18:39:27
30,45.1881297993,5.739951542,2016-01-18 18:39:32
31,45.1880646171,5.7398515767,2016-01-18 18:39:38
32,45.1880031953,5.7397452608,2016-01-18 18:39:44
33,45.1879348414,5.7396486283,2016-01-18 18:39:50
34,45.1879727692,5.7395183639,2016-01-18 18:39:56
35,45.1880097411,5.739389992,2016-01-18 18:40:01
36,45.1880121001,5.7392617812,2016-01-18 18:40:07
37,45.1879549619,5.7391459903,2016-01-18 18:40:13
38,45.1878824781,5.7390460425,2016-01-18 18:40:18
39,45.1878292479,5.7389295598,2016-01-18 18:40:24
40,45.1877377422,5.7388623507,2016-01-18 18:40:30
41,45.1876477003,5.7388270341,2016-01-18 18:40:37
42,45.1875650856,5.7387540936,2016-01-18 18:40:45
43,45.1874698585,5.7387404134,2016-01-18 18:40:51
44,45.1873677392,5.7387484156,2016-01-18 18:40:57
45,45.1872680106,5.7387957002,2016-01-18 18:41:03
46,45.1871800078,5.7388453353,2016-01-18 18:41:09
47,45.1870872271,5.7388654741,2016-01-18 18:41:16
48,45.1870537464,5.7390009228,2016-01-18 18:41:23
49,45.1870312092,5.7391406983,2016-01-18 18:41:28
50,45.1869416649,5.7392383444,2016-01-18 18:41:33
51,45.1868502552,5.7393076994,2016-01-18 18:41:37
52,45.1867739826,5.7393855204,2016-01-18 18:41:41
53,45.1866945394,5.7394910139,2016-01-18 18:41:46
54,45.1866113854,5.7395637037,2016-01-18 18:41:50
55,45.1865246667,5.7396362871,2016-01-18 18:41:54
56,45.1865028146,5.7397728219,2016-01-18 18:41:58
57,45.1865425622,5.7399178336,2016-01-18 18:42:02
58,45.1865985465,5.740027936,2016-01-18 18:42:05
59,45.1866568929,5.7401393266,2016-01-18 18:42:08
60,45.1867112793,5.7402503543,2016-01-18 18:42:12
61,45.1867826025,5.7403387085,2016-01-18 18:42:17
62,45.1868534326,5.7404406807,2016-01-18 18:42:22
63,45.1868896587,5.7405645019,2016-01-18 18:42:27
64,45.1868956456,5.7407120214,2016-01-18 18:42:33
65,45.1869502529,5.740853908,2016-01-18 18:42:38
66,45.1870320862,5.7409571394,2016-01-18 18:42:43
67,45.1870987823,5.7410579393,2016-01-18 18:42:48
68,45.1871359891,5.7411739675,2016-01-18 18:42:52
69,45.187220209,5.7412314868,2016-01-18 18:42:57
70,45.1873251458,5.7412138331,2016-01-18 18:43:02
71,45.187414748,5.7412747658,2016-01-18 18:43:07
72,45.1874857286,5.7413595286,2016-01-18 18:43:11
73,45.1875827309,5.7414317164,2016-01-18 18:43:16
74,45.187685243,5.7414042632,2016-01-18 18:43:21
75,45.1877802188,5.741348507,2016-01-18 18:43:26
76,45.1878701915,5.741428199,2016-01-18 18:43:34
77,45.1879417181,5.7415227258,2016-01-18 18:43:38
78,45.1880239391,5.7414696299,2016-01-18 18:43:43
79,45.1881092388,5.7413684933,2016-01-18 18:43:47
80,45.188185563,5.7412860255,2016-01-18 18:43:50
81,45.1882525286,5.7411149387,2016-01-18 18:43:53
82,45.1882840223,5.7409334446,2016-01-18 18:43:55
83,45.1883025897,5.7407873277,2016-01-18 18:43:57
84,45.1883083281,5.7406273902,2016-01-18 18:44:00
85,45.1883254319,5.740493705,2016-01-18 18:44:04
86,45.1883480471,5.7403537479,2016-01-18 18:44:09
87,45.1882642622,5.7402610961,2016-01-18 18:44:17
88,45.1881921794,5.7401680429,2016-01-18 18:44:21
89,45.1881168029,5.7400622906,2016-01-18 18:44:25
90,45.1880514293,5.739951034,2016-01-18 18:44:29
91,45.1880024142,5.7398167295,2016-01-18 18:44:34
92,45.1879371153,5.7396876401,2016-01-18 18:44:39
93,45.1878967983,5.7395607971,2016-01-18 18:44:44
94,45.1878649015,5.7394145685,2016-01-18 18:44:50
95,45.1878171286,5.7392710607,2016-01-18 18:44:55
96,45.1877652371,5.7391399907,2016-01-18 18:44:59
97,45.1877232647,5.7390015457,2016-01-18 18:45:04
98,45.1876536365,5.7389134227,2016-01-18 18:45:10
99,45.1875537902,5.7388561244,2016-01-18 18:45:16
100,45.1874550505,5.73880581,2016-01-18 18:45:22
101,45.1873601178,5.738815043,2016-01-18 18:45:28
102,45.1872729648,5.7388600455,2016-01-18 18:45:32
103,45.1871850787,5.7388901804,2016-01-18 18:45:35
104,45.1870751281,5.7389194398,2016-01-18 18:45:38
105,45.1869720676,5.7389616364,2016-01-18 18:45:41
106,45.1868850287,5.7390106537,2016-01-18 18:45:45
107,45.1867952327,5.7390453785,2016-01-18 18:45:50
108,45.1867224219,5.7391302794,2016-01-18 18:45:56
109,45.1866878447,5.7392669413,2016-01-18 18:46:01
110,45.1866239066,5.7393880673,2016-01-18 18:46:06
111,45.1865465982,5.7394881702,2016-01-18 18:46:11
112,45.1864878175,5.7395862756,2016-01-18 18:46:16
113,45.1865568226,5.7397156965,2016-01-18 18:46:20
114,45.1866283331,5.7398425796,2016-01-18 18:46:24
115,45.1866925715,5.73994448,2016-01-18 18:46:30
116,45.1867371488,5.740079442,2016-01-18 18:46:36
117,45.1867743392,5.7402229408,2016-01-18 18:46:41
118,45.1868151124,5.7403424278,2016-01-18 18:46:45
119,45.1868770151,5.7404356597,2016-01-18 18:46:49
120,45.1869337501,5.7405348512,2016-01-18 18:46:53
121,45.1870148645,5.7406273961,2016-01-18 18:46:58
122,45.1870615776,5.7407680743,2016-01-18 18:47:03
123,45.1870543073,5.7409251041,2016-01-18 18:47:07
124,45.1870964972,5.7410448108,2016-01-18 18:47:12
125,45.1871838483,5.7410901037,2016-01-18 18:47:16
126,45.18728366,5.7411219174,2016-01-18 18:47:20
127,45.1873777693,5.7411840206,2016-01-18 18:47:25
128,45.1874793641,5.7411603237,2016-01-18 18:47:33
